g0607.asc,8,2,1,9067500,9067538,40
g0607.asc,9,2,1,9081966,9082064,100
g0607.asc,11,2,1,9101208,9101238,32
g0607.asc,11,2,1,9101584,9101686,104
g0607.asc,12,2,1,9111916,9112022,108
g0607.asc,14,2,1,9138502,9138560,60
g0607.asc,15,1,2,9146516,9146610,96
g0607.asc,15,1,1,9146504,9146658,156
g0607.asc,16,2,1,9161024,9161126,104
g0607.asc,16,2,2,9161600,9161650,52
g0607.asc,16,2,1,9161572,9161702,132
