MSG	9174333 TRIAL 18 START
MSG	9176429 DRIFTCORRECT LR REPEATING due to large error
MSG	9182830 DRIFTCORRECT LR LEFT  at 960,540  OFFSET 3.84 deg.  68.7,-162.4 pix.
MSG	9182830 DRIFTCORRECT LR RIGHT at 960,540  OFFSET 0.34 deg.  -14.0,9.2 pix.
MSG	9183590 RECCFG P 500 2 1 
MSG	9183590 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	9183591 !MODE RECORD P 500 2 1
START	9183592 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	P	FILTER	2
9183592	 1004.8	  571.4	 1377.0	 1021.9	  529.3	 1835.0	.
9183594	 1004.7	  571.3	 1376.0	 1021.9	  529.2	 1833.0	.
9183596	 1004.5	  571.3	 1376.0	 1021.9	  529.2	 1833.0	.
9183598	 1004.5	  571.3	 1374.0	 1022.0	  529.2	 1832.0	.
SFIX L   9183600
SFIX R   9183600
9183600	 1003.8	  571.4	 1374.0	 1021.8	  529.1	 1832.0	.
9183602	 1003.7	  571.6	 1374.0	 1022.1	  528.9	 1833.0	.
9183604	 1003.5	  571.8	 1375.0	 1022.2	  529.0	 1833.0	.
9183606	 1002.8	  571.9	 1375.0	 1022.3	  528.9	 1833.0	.
9183608	 1003.0	  572.0	 1376.0	 1022.3	  529.0	 1834.0	.
9183610	 1002.4	  572.1	 1378.0	 1022.3	  528.9	 1833.0	.
9183612	 1001.6	  572.4	 1378.0	 1022.3	  529.2	 1832.0	.
9183614	 1001.4	  572.3	 1379.0	 1022.5	  529.4	 1831.0	.
9183616	 1001.5	  572.7	 1379.0	 1022.4	  529.9	 1831.0	.
9183618	 1000.9	  573.1	 1379.0	 1022.5	  529.5	 1831.0	.
9183620	 1000.5	  574.0	 1379.0	 1022.3	  529.3	 1832.0	.
9183622	 1000.4	  573.9	 1377.0	 1022.3	  529.4	 1834.0	.
9183624	 1000.2	  573.9	 1377.0	 1022.3	  529.5	 1834.0	.
9183626	 1000.4	  573.7	 1377.0	 1022.4	  529.5	 1834.0	.
9183628	 1000.1	  573.8	 1377.0	 1022.3	  529.2	 1834.0	.
9183630	  999.9	  573.3	 1377.0	 1022.3	  529.2	 1834.0	.
9183632	 1000.1	  573.7	 1377.0	 1022.8	  529.2	 1834.0	.
9183634	 1000.2	  574.0	 1376.0	 1023.0	  528.8	 1834.0	.
9183636	  999.5	  574.2	 1376.0	 1023.2	  528.9	 1835.0	.
9183638	  999.8	  574.3	 1376.0	 1023.1	  528.8	 1834.0	.
9183640	 1000.0	  574.3	 1376.0	 1023.3	  528.7	 1834.0	.
9183642	 1000.1	  574.2	 1376.0	 1023.5	  528.7	 1834.0	.
9183644	 1000.2	  574.2	 1376.0	 1023.6	  528.7	 1835.0	.
9183646	 1000.7	  574.3	 1377.0	 1023.7	  528.2	 1836.0	.
9183648	 1000.8	  574.3	 1377.0	 1023.9	  528.4	 1838.0	.
9183650	 1000.0	  574.4	 1377.0	 1023.9	  528.2	 1838.0	.
9183652	 1000.6	  574.7	 1376.0	 1024.0	  528.2	 1838.0	.
9183654	 1000.3	  574.8	 1377.0	 1024.2	  528.0	 1838.0	.
9183656	 1000.1	  574.5	 1377.0	 1024.4	  528.0	 1838.0	.
9183658	  999.0	  574.0	 1377.0	 1024.5	  527.9	 1839.0	.
9183660	  998.9	  573.7	 1378.0	 1024.6	  527.9	 1840.0	.
9183662	  998.9	  573.3	 1380.0	 1024.6	  527.9	 1842.0	.
9183664	  999.1	  573.2	 1381.0	 1024.7	  528.0	 1842.0	.
9183666	  998.9	  573.6	 1382.0	 1024.7	  527.8	 1843.0	.
9183668	  998.7	  573.5	 1384.0	 1024.8	  527.9	 1843.0	.
9183670	  999.1	  573.6	 1388.0	 1025.0	  527.9	 1844.0	.
9183672	  999.0	  573.5	 1389.0	 1025.3	  528.0	 1847.0	.
9183674	  999.3	  573.5	 1389.0	 1025.5	  527.8	 1848.0	.
9183676	  999.6	  573.4	 1389.0	 1025.6	  527.6	 1848.0	.
9183678	  999.3	  573.0	 1390.0	 1026.1	  527.6	 1849.0	.
9183680	  999.4	  573.3	 1391.0	 1026.1	  527.6	 1849.0	.
9183682	  999.5	  573.6	 1392.0	 1026.2	  527.5	 1849.0	.
9183684	  999.6	  573.8	 1391.0	 1026.1	  527.5	 1849.0	.
9183686	  998.8	  573.5	 1390.0	 1026.0	  527.4	 1849.0	.
9183688	  998.5	  573.7	 1387.0	 1025.9	  527.6	 1848.0	.
9183690	  998.6	  573.8	 1387.0	 1025.9	  527.6	 1849.0	.
9183692	  998.7	  574.0	 1387.0	 1025.3	  527.5	 1848.0	.
9183694	  999.0	  573.9	 1387.0	 1025.4	  527.4	 1848.0	.
9183696	  999.2	  574.0	 1388.0	 1025.5	  527.4	 1847.0	.
9183698	  999.8	  573.9	 1390.0	 1025.9	  527.5	 1846.0	.
9183700	 1001.4	  574.3	 1390.0	 1029.4	  527.4	 1847.0	.
MSG	9183701 Start Recording with 2
MSG	9183701 SYNCTIME
9183702	 1003.1	  574.3	 1391.0	 1030.1	  527.7	 1847.0	.
9183704	 1004.7	  575.1	 1391.0	 1030.4	  528.1	 1847.0	.
9183706	 1006.2	  576.0	 1392.0	 1029.9	  528.2	 1846.0	.
9183708	 1006.2	  576.8	 1394.0	 1029.5	  528.5	 1846.0	.
9183710	 1006.3	  577.6	 1397.0	 1029.2	  529.5	 1847.0	.
9183712	 1005.8	  578.1	 1399.0	 1028.2	  530.1	 1849.0	.
9183714	 1005.5	  578.1	 1400.0	 1028.1	  530.6	 1849.0	.
9183716	 1006.2	  578.3	 1401.0	 1028.3	  530.3	 1849.0	.
MSG	9183718 DSP: FIXATION
9183718	 1006.9	  578.5	 1402.0	 1028.5	  529.9	 1849.0	.
9183720	 1006.7	  578.3	 1404.0	 1029.5	  529.6	 1849.0	.
9183722	 1007.2	  578.3	 1404.0	 1029.5	  529.7	 1849.0	.
9183724	 1007.4	  577.8	 1406.0	 1029.5	  529.5	 1849.0	.
9183726	 1007.5	  577.5	 1406.0	 1029.5	  529.6	 1850.0	.
9183728	 1007.5	  577.5	 1407.0	 1029.7	  529.4	 1850.0	.
9183730	 1007.2	  577.4	 1407.0	 1029.8	  529.1	 1850.0	.
9183732	 1007.5	  577.5	 1407.0	 1029.7	  529.1	 1850.0	.
9183734	 1006.8	  577.5	 1408.0	 1029.8	  529.0	 1850.0	.
9183736	 1006.5	  577.4	 1408.0	 1030.1	  529.1	 1850.0	.
