9039190,0,0,995.3,527.2,1323.0,1011.8,516.9,1928.0
9039192,0,0,994.4,527.2,1323.0,1011.8,517.2,1927.0
9039194,0,0,994.7,527.2,1322.0,1011.9,517.2,1928.0
9039196,0,0,994.6,527.3,1322.0,1011.9,517.3,1927.0
9039198,0,0,994.9,527.4,1322.0,1012.0,517.2,1927.0
9039200,0,0,994.2,527.4,1323.0,1011.9,517.3,1927.0
9039202,0,0,994.3,527.5,1322.0,1012.1,517.3,1927.0
9039204,0,0,994.4,527.4,1322.0,1012.1,517.3,1928.0
9039206,0,0,994.4,527.5,1322.0,1012.3,517.7,1930.0
9039208,0,0,994.3,527.8,1322.0,1012.3,517.4,1931.0
9039210,0,0,994.1,528.0,1322.0,1012.7,517.4,1931.0
9039212,0,0,993.7,528.2,1322.0,1012.8,517.5,1930.0
9039214,0,0,993.7,528.0,1322.0,1012.9,518.0,1929.0
9039216,0,0,993.6,528.0,1322.0,1012.9,518.2,1928.0
9039218,0,0,993.1,528.2,1323.0,1013.0,518.0,1928.0
9039220,0,0,993.2,528.1,1325.0,1012.7,518.1,1929.0
9039222,0,0,992.8,528.0,1325.0,1012.5,518.0,1931.0
9039224,0,0,992.4,527.5,1326.0,1012.7,517.9,1931.0
9039226,0,0,992.7,527.3,1326.0,1012.6,517.7,1930.0
9039228,0,0,992.9,527.2,1326.0,1012.4,517.5,1930.0
9039230,0,0,993.5,527.3,1326.0,1012.5,517.2,1931.0
9039232,0,0,993.8,527.5,1325.0,1012.4,516.9,1931.0
9039234,0,0,993.9,527.1,1324.0,1012.3,516.7,1931.0
9039236,0,0,993.4,526.8,1324.0,1012.4,516.8,1931.0
9039238,0,0,992.9,526.5,1325.0,1012.3,516.6,1932.0
9039240,0,0,992.6,526.3,1327.0,1012.3,516.7,1933.0
9039242,0,0,992.4,526.0,1327.0,1012.3,516.7,1933.0
9039244,0,0,992.3,525.6,1328.0,1012.2,516.5,1928.0
9039246,0,0,992.3,525.1,1329.0,1012.2,516.4,1928.0
9039248,0,0,992.4,523.9,1329.0,1012.4,516.5,1929.0
9039250,0,0,992.5,523.9,1329.0,1012.4,516.4,1930.0
9039252,0,0,992.1,523.8,1329.0,1012.3,516.5,1930.0
9039254,0,0,992.3,523.7,1330.0,1012.5,516.2,1931.0
9039256,0,0,992.0,523.9,1332.0,1012.5,516.1,1932.0
9039258,0,0,992.5,523.6,1332.0,1012.5,516.3,1932.0
9039260,0,0,992.4,523.8,1330.0,1012.6,516.5,1932.0
9039262,0,0,992.5,523.8,1329.0,1012.6,516.3,1932.0
9039264,0,0,992.5,523.8,1329.0,1012.6,516.4,1933.0
9039266,0,0,992.6,523.4,1329.0,1012.6,516.3,1933.0
9039268,0,0,992.9,523.6,1329.0,1012.6,516.3,1934.0
9039270,0,0,992.9,523.7,1330.0,1012.6,516.2,1934.0
9039272,0,0,993.5,523.9,1329.0,1012.6,516.1,1935.0
9039274,0,0,993.0,523.8,1329.0,1012.6,515.7,1937.0
9039276,0,0,992.9,524.1,1329.0,1012.7,515.1,1938.0
9039278,0,0,992.9,523.6,1329.0,1012.7,514.8,1938.0
9039280,0,0,992.8,523.4,1329.0,1012.8,514.6,1939.0
9039282,0,0,993.0,523.4,1329.0,1013.1,513.6,1940.0
9039284,0,0,993.4,523.1,1329.0,1013.1,513.9,1940.0
9039286,0,0,993.3,523.0,1332.0,1013.1,514.2,1940.0
9039288,0,0,993.3,523.0,1333.0,1013.1,514.4,1940.0
9039290,0,0,993.3,523.3,1334.0,1013.1,514.6,1940.0
9039292,0,0,992.9,523.2,1335.0,1013.0,514.7,1939.0
9039294,0,0,992.5,523.0,1336.0,1013.0,514.7,1938.0
9039296,0,0,991.7,522.5,1336.0,1012.9,514.8,1938.0
9039298,0,0,990.9,522.4,1336.0,1013.0,514.5,1938.0
9039300,0,0,989.9,522.4,1336.0,1012.7,514.8,1939.0
9039302,0,0,989.8,522.7,1336.0,1012.6,514.9,1940.0
9039304,0,1,989.8,522.8,1336.0,1012.1,515.7,1940.0
9039306,0,1,988.0,522.7,1337.0,1009.7,515.7,1940.0
9039308,0,1,985.2,525.4,1337.0,1009.3,515.9,1942.0
9039310,0,1,984.4,525.9,1340.0,1004.3,519.0,1945.0
9039312,0,1,984.5,526.4,1343.0,1000.0,522.4,1945.0
9039314,0,1,984.5,530.8,1345.0,998.4,528.3,1945.0
9039316,0,1,984.5,531.5,1345.0,996.2,530.0,1946.0
9039318,0,1,984.6,532.9,1345.0,995.2,531.3,1946.0
9039320,0,1,984.6,534.5,1348.0,994.9,531.9,1946.0
9039322,0,1,984.6,534.5,1352.0,994.9,532.3,1947.0
