g0607.asc,1,2,2,8978600,8978642,44,945.4,580.8,1421.8,551.1,9.35,343
g0607.asc,1,2,1,8978600,8978646,48,981.3,479.6,1419.8,506.0,8.60,309
g0607.asc,1,2,2,8978776,8978790,16,1439.8,568.1,1478.6,580.4,0.80,75
g0607.asc,1,2,1,8978776,8978790,16,1435.8,512.0,1482.5,528.4,0.97,91
g0607.asc,1,2,2,8979140,8979146,8,1485.7,583.9,1498.7,589.6,0.28,61
g0607.asc,1,2,1,8979140,8979150,12,1502.5,540.1,1522.6,556.4,0.52,65
g0607.asc,1,2,1,8979244,8979306,64,1518.4,567.2,446.0,563.0,20.27,513
g0607.asc,1,2,2,8979244,8979306,64,1504.6,604.1,343.5,577.7,21.96,534
g0607.asc,1,2,2,8979596,8979750,156,362.6,578.8,1392.3,609.5,19.49,600
g0607.asc,1,2,1,8979588,8979786,200,395.6,632.5,1348.0,522.7,18.28,734
g0607.asc,1,2,2,8979892,8979914,24,1367.4,551.8,1495.6,597.0,2.68,177
g0607.asc,1,2,1,8979892,8979918,28,1361.3,466.4,1500.9,535.2,3.10,186
g0607.asc,1,2,1,8979996,8980038,44,1486.2,570.0,981.2,546.8,9.84,387
g0607.asc,1,2,2,8979996,8980038,44,1487.1,611.0,921.2,563.2,11.06,388
g0607.asc,1,2,2,8980072,8980102,32,927.2,566.1,677.6,599.8,4.92,237
g0607.asc,1,2,1,8980072,8980106,36,979.5,510.9,741.5,512.9,4.64,253
g0607.asc,2,2,1,8993416,8993462,48,963.0,486.6,1435.4,564.7,9.38,306
g0607.asc,2,2,2,8993416,8993462,48,931.1,563.1,1450.9,604.7,10.18,348
g0607.asc,2,2,2,8993584,8993594,12,1466.1,610.6,1503.4,613.5,0.72,90
g0607.asc,2,2,1,8993584,8993598,16,1455.0,559.9,1509.9,571.4,1.09,96
g0607.asc,2,2,1,8993756,8993822,68,1521.2,573.5,329.7,592.2,22.32,537
g0607.asc,2,2,2,8993756,8993826,72,1513.5,618.7,251.1,604.2,23.64,539
g0607.asc,2,2,1,8993952,8993966,16,329.1,549.8,401.0,533.0,1.37,120
g0607.asc,2,2,2,8993952,8993970,20,278.0,609.2,359.9,588.6,1.57,136
g0607.asc,2,2,1,8994288,8994346,60,387.9,608.1,824.7,586.9,8.30,246
g0607.asc,2,2,2,8994288,8994346,60,370.6,604.9,805.7,595.6,8.26,256
g0607.asc,2,2,1,8994404,8994442,40,817.3,583.6,509.8,600.9,5.90,271
g0607.asc,2,2,2,8994404,8994446,44,800.1,597.0,456.6,563.5,6.61,274
g0607.asc,2,2,1,8994556,8994578,24,499.6,549.5,331.6,603.5,3.33,207
g0607.asc,2,2,2,8994556,8994582,28,461.0,567.2,293.7,580.3,3.12,181
g0607.asc,2,2,2,8994644,8994702,60,293.4,639.8,111.0,724.7,3.60,127
g0607.asc,2,2,2,8994744,8994786,44,140.8,729.1,362.0,591.1,4.81,189
g0607.asc,2,2,1,8994640,8994814,176,263.0,838.1,363.8,601.1,5.28,291
g0607.asc,2,2,1,8995068,8995098,32,383.3,520.1,530.5,446.8,3.19,163
g0607.asc,2,2,2,8995064,8995098,36,363.2,620.5,492.5,530.9,3.11,157
g0607.asc,3,1,1,9005022,9005028,8,977.0,492.0,975.0,500.7,0.20,46
g0607.asc,3,1,2,9005022,9005028,8,965.3,516.6,958.8,527.4,0.27,52
g0607.asc,3,1,2,9007566,9007572,8,943.2,560.0,930.8,562.2,0.25,50
g0607.asc,3,2,1,9008054,9008100,48,980.4,496.2,1473.5,541.6,9.67,343
g0607.asc,3,2,2,9008054,9008100,48,952.9,566.1,1481.8,571.3,10.32,364
g0607.asc,3,2,1,9008230,9008240,12,1480.2,551.6,1491.8,575.3,0.56,70
g0607.asc,3,2,2,9008230,9008240,12,1479.8,576.3,1482.1,600.9,0.54,67
g0607.asc,3,2,1,9008386,9008452,68,1497.4,573.5,421.1,556.8,20.35,511
g0607.asc,3,2,2,9008386,9008452,68,1488.1,605.2,342.2,570.4,21.67,526
g0607.asc,3,2,2,9008914,9008984,72,364.4,620.8,1552.5,603.6,22.38,586
g0607.asc,3,2,1,9008918,9008996,80,409.7,574.3,1519.7,556.7,20.97,520
g0607.asc,3,2,1,9009198,9009268,72,1513.0,511.4,292.2,619.0,22.89,481
g0607.asc,3,2,2,9009198,9009272,76,1513.2,616.7,222.2,665.1,24.09,487
g0607.asc,3,2,1,9009386,9009408,24,284.1,578.7,418.3,519.0,2.77,205
g0607.asc,3,2,2,9009386,9009412,28,241.5,674.3,390.4,620.3,2.97,221
g0607.asc,3,2,1,9009646,9009684,40,436.7,596.0,902.6,544.8,8.95,364
g0607.asc,3,2,2,9009646,9009684,40,401.9,617.9,909.4,587.4,9.70,401
g0607.asc,4,2,1,9019636,9019678,44,1002.6,503.3,1474.1,597.4,9.43,345
