8990048,0,0,960.2,484.4,1931.0,965.5,543.3,2290.0
8990050,0,0,959.6,483.6,1936.0,964.8,543.1,2290.0
8990052,0,0,959.6,482.3,1939.0,964.7,542.8,2292.0
8990054,0,0,959.9,481.0,1939.0,964.6,541.9,2292.0
8990056,0,0,959.7,480.4,1940.0,964.1,541.6,2292.0
8990058,0,0,960.1,480.0,1942.0,963.9,541.7,2293.0
8990060,0,0,959.6,479.9,1943.0,963.8,541.7,2293.0
8990062,0,0,959.7,479.9,1945.0,963.9,542.0,2293.0
8990064,0,0,959.6,480.0,1945.0,963.9,541.7,2293.0
8990066,0,0,959.6,479.2,1945.0,964.1,541.4,2294.0
8990068,0,0,959.3,478.4,1949.0,963.8,541.0,2297.0
8990070,0,0,959.0,479.6,1947.0,964.1,540.9,2301.0
8990072,0,0,958.6,479.5,1949.0,964.0,540.8,2303.0
8990074,0,0,958.1,479.4,1949.0,964.0,540.8,2306.0
8990076,0,0,958.3,480.2,1948.0,963.8,540.9,2306.0
8990078,0,0,958.7,480.5,1946.0,963.8,541.0,2306.0
8990080,0,0,958.8,480.4,1946.0,963.4,541.7,2298.0
8990082,0,0,958.8,480.6,1945.0,963.5,542.3,2298.0
8990084,0,0,958.8,479.7,1948.0,963.5,542.7,2298.0
8990086,0,0,958.8,478.7,1952.0,963.7,542.2,2299.0
8990088,0,0,958.4,478.5,1955.0,963.6,541.8,2308.0
8990090,0,0,958.1,478.3,1958.0,963.7,541.4,2308.0
8990092,0,0,958.4,477.5,1962.0,963.4,541.6,2308.0
8990094,0,0,958.8,476.8,1962.0,963.4,541.7,2308.0
8990096,0,0,958.9,476.7,1962.0,963.3,541.7,2308.0
8990098,0,0,958.9,476.7,1960.0,963.4,542.0,2308.0
8990100,0,0,959.0,477.1,1960.0,963.2,542.3,2306.0
8990102,0,0,959.1,477.4,1959.0,963.6,542.5,2306.0
8990104,0,0,959.1,478.1,1953.0,963.5,542.5,2306.0
8990106,0,0,959.3,478.8,1953.0,963.6,542.3,2307.0
8990108,0,0,958.9,479.4,1953.0,963.6,542.9,2309.0
8990110,0,0,958.6,480.2,1952.0,963.7,543.5,2312.0
8990112,0,0,958.3,481.0,1952.0,963.6,544.8,2309.0
8990114,0,0,958.1,481.1,1952.0,963.4,544.8,2306.0
8990116,0,0,958.1,481.3,1947.0,963.4,545.0,2299.0
8990118,0,0,958.2,481.9,1945.0,963.3,544.9,2299.0
8990120,0,0,958.3,482.8,1945.0,963.2,545.5,2303.0
8990122,0,0,958.4,483.5,1945.0,963.2,545.9,2304.0
8990124,0,0,958.4,483.9,1942.0,963.2,546.5,2305.0
8990126,0,0,958.1,485.8,1942.0,962.7,546.2,2305.0
8990128,0,0,957.8,486.0,1942.0,962.1,546.7,2305.0
8990130,0,0,958.1,486.1,1942.0,961.6,546.8,2305.0
8990132,0,0,957.5,486.0,1943.0,961.6,546.8,2305.0
8990134,0,0,957.1,487.0,1941.0,961.7,546.8,2307.0
8990136,0,0,955.8,487.1,1939.0,961.3,546.7,2307.0
8990138,0,0,955.4,487.0,1939.0,961.6,546.6,2305.0
8990140,0,0,955.2,487.0,1939.0,961.7,546.6,2305.0
8990142,0,0,955.4,487.4,1937.0,961.8,546.5,2305.0
8990144,0,0,955.0,487.4,1936.0,961.7,546.6,2305.0
8990146,0,0,955.3,486.7,1939.0,961.7,546.5,2305.0
8990148,0,0,955.4,487.2,1942.0,961.6,546.8,2305.0
8990150,0,0,955.6,487.5,1942.0,961.2,546.3,2305.0
8990152,0,0,956.0,487.1,1941.0,961.0,546.1,2306.0
8990154,0,0,956.4,487.2,1940.0,961.0,546.1,2306.0
8990156,0,0,956.1,486.0,1942.0,960.9,546.1,2305.0
8990158,0,0,956.0,484.7,1944.0,960.9,546.0,2305.0
8990160,0,0,955.8,484.1,1947.0,961.0,546.3,2304.0
8990162,0,0,956.0,483.4,1951.0,961.2,546.6,2304.0
8990164,0,0,956.0,483.0,1951.0,961.4,546.4,2306.0
8990166,0,0,955.6,482.9,1950.0,961.5,546.2,2308.0
8990168,0,0,956.0,482.8,1952.0,961.4,546.0,2308.0
8990170,0,0,956.7,481.1,1955.0,961.6,545.9,2308.0
8990172,0,1,956.8,481.0,1952.0,961.5,544.9,2308.0
8990174,0,1,957.1,481.0,1951.0,961.7,544.9,2307.0
8990176,0,1,957.1,480.8,1951.0,961.8,544.5,2307.0
8990178,0,1,957.1,480.9,1951.0,962.2,544.9,2307.0
8990180,0,1,957.0,480.6,1951.0,962.0,545.3,2306.0
8990182,0,1,957.2,480.5,1952.0,962.2,545.0,2305.0
8990184,0,1,956.8,480.5,1950.0,961.8,545.2,2305.0
8990186,0,1,956.7,480.1,1951.0,961.5,545.1,2304.0
8990188,0,1,956.0,479.7,1951.0,961.6,545.1,2304.0
8990190,0,1,956.2,479.7,1955.0,961.8,545.1,2304.0
8990192,0,1,956.2,479.7,1955.0,962.1,544.7,2305.0
8990194,0,1,956.8,479.6,1952.0,962.1,544.4,2305.0
8990196,0,1,956.7,479.6,1953.0,962.1,544.3,2305.0
8990198,0,1,956.6,479.5,1953.0,962.1,544.2,2306.0
8990200,0,1,956.6,479.3,1953.0,962.2,543.8,2307.0
8990202,0,1,956.6,479.1,1954.0,962.4,543.6,2307.0
8990204,0,1,956.7,478.8,1954.0,962.5,543.4,2307.0
