MSG	9084281 TRIAL 10 START
MSG	9086967 DRIFTCORRECT LR LEFT  at 960,540  OFFSET 0.96 deg.  5.7,42.9 pix.
MSG	9086967 DRIFTCORRECT LR RIGHT at 960,540  OFFSET 0.53 deg.  2.2,-23.7 pix.
MSG	9087729 RECCFG P 500 2 1 
MSG	9087729 GAZE_COORDS 0.00 0.00 1919.00 1079.00
START	9087730 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	P	FILTER	2
MSG	9087730 !MODE RECORD P 500 2 1
9087730	  950.6	  497.8	 1518.0	  963.0	  534.5	 1985.0	.
9087732	  950.8	  497.3	 1519.0	  962.8	  535.1	 1984.0	.
9087734	  950.4	  497.2	 1519.0	  962.4	  535.2	 1984.0	.
9087736	  950.9	  497.4	 1519.0	  962.5	  535.3	 1983.0	.
SFIX L   9087738
SFIX R   9087738
9087738	  950.3	  497.5	 1519.0	  962.6	  535.4	 1984.0	.
9087740	  949.8	  497.5	 1519.0	  962.8	  535.3	 1984.0	.
9087742	  950.0	  498.7	 1519.0	  962.9	  536.5	 1985.0	.
9087744	  950.0	  499.1	 1518.0	  963.1	  537.0	 1985.0	.
9087746	  949.8	  499.3	 1518.0	  963.7	  537.2	 1988.0	.
9087748	  949.3	  499.3	 1518.0	  964.4	  537.3	 1989.0	.
9087750	  948.8	  499.9	 1517.0	  965.0	  538.3	 1990.0	.
9087752	  949.2	  500.5	 1517.0	  965.7	  539.2	 1992.0	.
9087754	  949.4	  501.8	 1516.0	  965.9	  539.3	 1994.0	.
9087756	  949.4	  503.4	 1514.0	  966.0	  540.1	 1994.0	.
9087758	  949.3	  504.0	 1512.0	  965.9	  541.0	 1993.0	.
9087760	  949.4	  504.6	 1510.0	  966.1	  541.7	 1993.0	.
9087762	  949.5	  505.3	 1510.0	  966.2	  541.9	 1992.0	.
9087764	  949.2	  506.0	 1508.0	  965.9	  542.0	 1992.0	.
9087766	  949.6	  506.2	 1510.0	  966.0	  542.8	 1992.0	.
9087768	  950.1	  505.8	 1512.0	  966.2	  542.9	 1992.0	.
9087770	  951.2	  506.1	 1513.0	  966.2	  543.0	 1993.0	.
9087772	  951.7	  506.0	 1513.0	  966.2	  543.4	 1993.0	.
9087774	  951.0	  505.9	 1515.0	  966.1	  543.6	 1993.0	.
9087776	  951.0	  506.4	 1514.0	  966.2	  543.8	 1993.0	.
9087778	  951.2	  506.9	 1513.0	  966.1	  544.0	 1993.0	.
9087780	  951.0	  508.4	 1513.0	  964.0	  543.7	 1994.0	.
9087782	  950.8	  507.1	 1515.0	  963.9	  543.2	 1993.0	.
9087784	  950.2	  506.4	 1514.0	  963.8	  542.2	 1993.0	.
9087786	  949.7	  506.1	 1514.0	  963.6	  541.6	 1993.0	.
9087788	  949.7	  505.8	 1516.0	  963.7	  541.1	 1993.0	.
9087790	  949.6	  505.7	 1515.0	  963.6	  539.4	 1993.0	.
9087792	  949.5	  505.7	 1514.0	  964.1	  539.5	 1993.0	.
9087794	  949.9	  505.7	 1514.0	  964.8	  539.1	 1991.0	.
9087796	  950.3	  504.7	 1515.0	  965.4	  538.7	 1991.0	.
9087798	  950.6	  504.5	 1515.0	  965.3	  537.9	 1991.0	.
9087800	  951.1	  504.4	 1517.0	  965.3	  537.4	 1992.0	.
9087802	  951.5	  503.7	 1516.0	  966.2	  536.9	 1992.0	.
9087804	  951.8	  503.8	 1515.0	  967.2	  537.1	 1993.0	.
9087806	  952.0	  503.8	 1517.0	  967.3	  536.9	 1993.0	.
9087808	  952.6	  503.1	 1518.0	  969.4	  537.3	 1994.0	.
9087810	  953.1	  503.1	 1519.0	  969.0	  537.4	 1994.0	.
9087812	  954.3	  502.7	 1519.0	  968.9	  537.6	 1994.0	.
9087814	  954.7	  502.2	 1524.0	  969.0	  537.6	 1994.0	.
9087816	  955.1	  502.1	 1523.0	  969.0	  537.5	 1994.0	.
9087818	  955.2	  502.0	 1525.0	  969.3	  537.3	 1995.0	.
9087820	  955.4	  500.1	 1527.0	  969.6	  537.4	 1994.0	.
9087822	  955.4	  499.2	 1529.0	  969.3	  537.6	 1994.0	.
9087824	  955.6	  499.0	 1531.0	  969.1	  537.8	 1993.0	.
9087826	  956.6	  498.7	 1531.0	  969.3	  537.7	 1993.0	.
9087828	  956.7	  498.7	 1530.0	  969.6	  537.6	 1995.0	.
9087830	  956.5	  498.7	 1529.0	  969.3	  536.7	 1995.0	.
